AT,V,AP,RH,PE
29.74,56.9,1007.15,41.91,450.5626720941857
22.52,66.48,1003.87,78.29,446.1993144337232
13.48,41.26,1021.92,78.24,479.2790112955108
21.63,60.84,1018.16,77.53,458.5184386070857
31.88,66.44,1009.25,64.06,440.9319660803792
23.86,74.93,1016.88,71.44,457.3606570391473
16.37,39.99,1007.05,80.61,477.89339211352217
13.03,41.26,1022.17,79.79,476.9674043444996
13.56,49.83,1007.01,89.86,479.4731169866858
24.46,68.61,1011.02,76.66,453.5981908566321
26.13,73.21,1002.12,92.02,447.4722060442463
11.29,41.5,1013.39,89.15,487.3364477540395
26.71,70.4,1007.59,82.63,442.661113591111
25.54,69.13,1001.64,90.98,442.0634770827989
13.34,40.83,1008.09,85.85,483.9943953744297
20.95,70.72,1009.96,87.73,458.909698335766
23.39,69.13,1010.99,90.66,446.8538638666386
22.21,69.71,1009.69,96.85,451.9761636234777
10.23,42.32,1017.53,89.93,484.6226551206825
30.28,67.22,1014.39,53.32,459.569032076076
11.11,40.55,1023.91,87.12,489.043591610081
14.97,43.67,1011.13,87.33,478.2056576378051
26.45,75.6,1017.42,74.5,449.9195336062516
20.54,59.39,1014.07,84.15,457.2617427304439
8.14,39.96,1023.41,88.86,489.3981097951879
24.66,60.29,1018.0,59.56,458.7350803318713
23.6,48.98,1015.41,48.28,460.471229134085
32.92,69.05,1000.74,39.61,439.98629838274
12.99,43.8,1023.16,64.65,479.54461210297006
27.83,72.29,1012.04,48.86,457.23039985208703
4.96,40.07,1011.8,67.38,506.914410074082
24.93,47.01,1015.12,64.8,467.7299572361928
26.73,68.84,1010.75,66.83,452.14584314288527
18.4,43.69,1016.59,52.44,476.84817082097726
13.74,34.03,1018.69,67.34,482.6993748154789
7.33,41.16,1023.17,92.43,478.4039690899732
11.42,41.54,1020.21,71.57,488.7858310049384
12.17,40.6,1013.59,88.62,484.6470262220608
28.75,64.69,1007.1,60.37,451.877365798242
25.76,74.87,1010.18,65.15,458.0627077601511
13.57,39.39,1014.01,82.12,485.1075336679128
20.51,63.09,1016.39,92.99,459.2581784837832
24.06,71.25,1002.39,92.18,449.5281871936624
21.93,58.96,1014.23,58.58,466.47771554173335
16.78,39.63,1005.84,87.91,478.22384344264407
22.66,68.3,1017.73,86.92,443.12285746225547
10.02,39.82,1012.86,89.47,494.3626822693685
11.37,40.56,1017.56,64.8,491.3820591927149
10.1,41.17,1019.18,84.87,493.1320207120297
27.44,59.74,1010.99,56.42,463.74280955939577
27.13,59.54,1004.33,73.27,450.46677201198565
30.26,71.77,1006.24,58.98,442.6556876475772
27.93,73.68,1015.41,49.95,446.6902082763716
24.45,68.63,1013.38,45.35,458.936129196368
12.32,41.62,1012.88,88.88,477.0923452160812
31.4,66.54,1003.55,57.73,438.0842111031242
21.84,60.29,1017.23,66.89,467.7133627912352
15.8,41.1,1003.0,77.36,477.9327715543897
26.22,69.89,1015.46,76.63,445.80487427895775
7.69,43.02,1014.51,85.23,498.278697200293
6.05,41.14,1027.69,86.93,494.5447166314376
19.92,38.52,1018.15,60.68,463.8694540120878
33.59,79.05,1007.79,63.55,449.66742621583023
24.67,58.05,1011.31,69.95,456.60249349799307
21.36,52.3,1007.95,79.38,460.0644110623159
32.18,69.75,1009.94,52.91,453.10699030023886
22.08,41.1,1002.19,46.69,466.8245512515181
12.77,41.5,1014.13,86.8,482.8583076696421
33.63,70.4,1004.02,53.6,441.4713639101033
25.51,64.27,1013.28,61.85,458.88763884088746
23.47,69.71,1009.66,88.83,454.8523462518167
26.72,65.61,1014.41,52.01,454.5753392510088
28.07,70.32,1007.17,67.02,442.59083958485655
27.65,67.07,1005.65,60.42,450.7744491403929
26.8,68.31,1011.04,61.48,460.59312196064826
15.59,52.05,1013.67,78.55,467.6946576547173
17.36,39.53,1008.28,68.87,469.2946563602052
20.37,52.05,1012.34,62.57,469.49024372410616
26.49,78.92,1010.82,83.42,448.1074956553603
13.41,45.0,1021.65,45.24,489.985075326606
20.37,69.48,1011.04,84.31,458.7426808756896
26.49,71.73,1010.07,74.48,444.11619179688273
17.7,43.69,1016.98,61.98,474.4804886286298
18.74,45.09,1014.24,41.54,467.2612627532776
14.19,43.71,1024.38,83.03,478.4962054315407
10.05,37.14,1012.64,75.97,486.3558975408168
11.86,39.85,1013.0,66.92,491.0721894681226
22.97,62.4,1010.25,75.18,457.0624860331095
13.44,37.85,1009.78,99.13,483.1246434804879
18.03,58.86,1015.99,89.03,461.9859384346885
24.86,65.34,1012.99,60.33,459.5135205375397
5.98,39.61,1017.27,84.86,496.8704042341996
14.22,45.01,1014.17,70.14,474.78265656340585
16.05,38.28,1014.38,73.89,479.1183911094089
25.7,69.45,1013.86,56.91,449.2044091400122
24.54,48.06,1013.02,55.18,455.8966860263717
15.45,61.27,1019.87,79.21,469.0156770568599
18.61,67.71,1004.07,84.49,456.647810632139
26.67,59.44,1012.01,58.83,454.75712000463614
28.31,70.32,1007.88,47.0,444.6328904180516
28.84,73.03,1013.99,76.05,447.1666086756205
6.61,36.24,1013.57,91.8,496.2543892090883
22.71,59.43,1005.68,83.52,454.74858237089273
26.12,49.02,1008.63,72.04,450.9962174996954
25.68,59.44,1012.33,67.29,458.0615771259546
22.18,62.39,1007.84,85.74,464.3869360290702
31.52,76.2,1008.31,57.35,449.7792143891309
6.24,35.77,1019.24,70.7,494.90073971982486
15.55,43.02,1011.97,44.66,477.68849843336494
24.57,49.5,1014.22,56.31,467.650756191682
28.81,69.23,1013.14,39.18,445.3043471159818
30.75,71.25,1000.07,65.47,444.6058653138134
19.19,50.16,1011.12,99.91,460.9910019209462
18.1,48.06,1015.47,82.47,467.79354083890007
7.49,39.81,1018.2,85.96,497.1937277786453
26.34,59.21,1013.37,58.98,450.6081197170472
22.85,47.43,1008.13,66.36,460.8703880150118
27.39,69.14,1008.82,78.35,449.0103471289677
19.24,56.89,1014.29,72.97,465.4851600703381
28.34,73.68,1015.05,76.73,443.9773305555351
27.65,67.07,1005.65,60.42,452.3232130504987
17.47,43.56,1014.15,54.71,473.0093118723
7.51,43.02,1014.35,86.46,496.99810941125054
7.28,40.67,1020.16,72.7,504.5534415285172
8.19,40.69,1019.86,85.23,491.3714828845125
29.45,74.16,1010.49,64.87,448.82044118754783
12.68,40.69,1014.46,79.77,486.42529240813127
13.48,46.18,1018.15,88.38,477.89447773161095
5.62,41.31,1001.37,89.16,499.6017979404896
27.22,69.04,1008.89,70.62,452.9205793098214
22.3,44.57,1008.48,67.58,461.3833154811196
24.34,59.54,1004.01,87.07,454.5210605399719
11.91,43.22,1008.75,76.57,484.961808854188
26.76,71.94,1008.81,64.62,446.2223548006079
25.32,48.41,1008.47,72.14,454.3190960437721
27.01,63.78,1016.72,47.89,456.3874625541516
17.98,39.63,1005.42,82.12,478.56862813376335
27.59,50.05,1005.71,57.03,448.8553357836763
32.27,71.85,1008.06,59.28,443.59983407363694
26.92,62.44,1011.09,70.8,451.05707281645033
24.67,61.5,1009.06,72.77,449.3728046128524
14.03,41.79,1008.07,83.32,470.6133751051978
28.19,68.08,1013.41,43.93,447.7603023129306
31.11,74.16,1012.2,58.86,449.02610034320287
25.95,73.77,1001.35,92.67,444.45796918718287
12.58,39.72,1018.08,64.25,482.2259955057843
7.11,41.74,1022.35,90.68,499.6431170337506
11.31,42.02,1001.18,94.86,483.08506615882624
23.55,65.94,1011.76,58.44,455.3643273723884
22.68,70.47,1010.86,82.8,453.67759601206296
14.8,44.71,1014.67,41.71,483.9809359151643
18.62,44.06,1017.76,64.59,465.49982041719664
12.79,44.68,1022.51,99.55,477.1505463862389
21.05,61.87,1009.69,62.81,461.9625785038615
18.59,39.54,1008.56,68.61,473.4956186891062
8.96,40.02,1031.21,82.32,486.49936603358
12.08,40.24,1016.63,92.32,486.0755703907766
6.89,39.37,1020.21,74.17,499.963894602044
13.69,44.85,1016.89,79.87,482.96039118134473
5.86,40.62,1017.03,85.06,492.5881189117713
22.84,61.87,1010.63,51.67,454.34523398136537
17.25,39.39,1014.27,67.8,476.2190850293112
14.38,40.66,1016.34,92.37,476.2248847707164
19.08,58.59,1013.42,68.88,461.8055719582682
19.66,59.87,1018.75,87.6,457.7081950961949
21.08,63.13,1013.53,98.0,456.09107392530456
17.17,44.68,1018.72,83.58,474.284927723422
9.27,36.3,1026.93,72.13,491.7836918624868
9.18,42.44,1014.52,98.04,492.53655369882864
16.46,48.6,1006.08,89.0,461.12247213054746
25.21,65.34,1013.94,65.04,458.7002270978602
10.59,41.46,1016.87,85.7,492.2066260292822
29.23,72.99,1007.04,63.47,443.4936895406474
13.35,41.44,1015.9,66.04,486.42272290392486
28.15,70.72,1009.76,73.38,449.26086646263616
14.87,35.71,1015.53,57.7,481.99128867680986
12.67,48.14,1017.41,83.63,475.0517201408769
29.38,69.68,1011.35,49.25,441.20426249284986
25.34,71.06,1007.74,92.52,447.8121310952679
10.9,39.64,1010.58,64.88,488.8375993677394
25.25,62.91,1012.51,62.64,455.74269046504
20.83,44.78,1008.51,35.9,474.6080333732456
28.61,70.36,1006.95,73.06,452.3330708005104
27.88,70.79,1005.06,72.5,441.5866059761457
4.71,39.42,1026.4,84.42,493.7518688737817
22.11,59.8,1016.86,70.14,462.9072449973328
24.41,58.59,1012.62,64.52,455.5865256435124
11.01,43.69,1016.7,81.48,488.6051932781137
14.79,39.52,1017.95,71.97,480.15437361099936
10.57,41.55,1003.62,67.89,489.4090317786333
15.43,39.16,1016.44,79.8,483.9395048508764
31.85,69.04,1008.35,46.09,448.7127880461366
7.0,36.24,1013.15,89.64,495.8956025339934
13.61,42.34,1017.57,91.35,476.2478041765129
28.24,64.69,1007.35,61.14,450.4490369324465
24.44,52.84,1006.39,49.05,453.4811777763605
13.83,40.2,1013.28,90.44,477.8828435701517
22.61,50.32,1008.41,79.4,458.1062506440785
24.97,63.86,1018.64,52.01,455.81800325658
14.29,46.18,1017.01,87.29,476.7348153312448
25.43,70.17,1000.46,87.84,451.1345694481794
30.99,68.51,1008.0,71.35,443.90077495291536
17.98,60.1,1009.61,84.11,465.83837216890976
29.98,76.09,1007.62,75.6,444.037713337758
10.63,37.5,1008.93,98.14,488.8076673877829
7.64,42.28,1008.46,84.29,498.00874022877264
27.36,48.6,1003.18,54.93,447.6279217927347
15.35,41.79,1008.38,81.13,467.7698054607498
21.11,41.67,1012.44,52.86,471.991376288882
30.61,77.17,1009.49,73.19,442.4130901047549
22.57,68.3,1017.43,87.69,453.38068186110536
13.62,40.2,1014.2,85.05,477.6750398273429
22.12,57.19,1007.56,76.5,455.00725005923744
21.75,65.12,1015.53,66.0,467.25047606400045
8.55,35.77,1016.15,73.32,495.3151761972832
18.4,44.06,1017.36,70.88,466.9586347245348
29.84,58.9,1005.24,56.18,453.197792972102
21.29,47.45,1008.85,71.6,459.8289690982506
9.94,40.46,1018.9,68.51,484.6632985804991
28.57,65.27,1013.27,51.11,452.2194434334197
16.0,37.87,1020.24,78.41,471.7009602991232
21.43,46.97,1013.94,61.25,469.7806984401126
21.86,58.49,1010.88,76.79,462.3520952254592
15.46,42.07,1017.9,81.12,470.94323720689295
24.89,66.49,1010.15,65.65,448.4519523293514
26.27,71.98,1005.72,86.15,441.3173241842988
29.62,71.8,1011.05,63.13,450.7273853819418
13.78,40.0,1018.38,68.67,471.253984301129
25.51,73.56,1006.59,96.63,448.56472234077967
29.41,59.27,1011.36,52.37,454.4622308965705
29.2,64.84,1009.94,55.37,453.28077836784365
13.56,39.58,1011.05,73.62,484.94014079289576
5.37,38.68,1017.76,76.48,499.1407845901628
5.33,39.33,1009.61,94.97,503.070699436526
16.54,42.86,1014.85,78.0,476.68380788738887
20.98,43.77,1010.67,62.73,463.1093690413341
24.6,63.78,1017.25,60.33,463.21206579236537
25.86,61.08,1013.51,67.5,462.237229699954
27.09,49.3,1003.93,61.0,450.59103037877264
10.94,25.36,1009.47,100.1,482.2471855289178
25.36,74.99,1002.21,65.96,452.034262117402
28.57,69.84,1003.57,66.55,445.4943937365034
15.92,41.2,1016.04,73.37,479.64620967212267
29.36,68.94,1007.5,79.91,442.2509915936972
24.6,75.23,1012.04,76.77,445.8345406068064
10.35,44.2,1018.46,88.6,489.66673503529006
22.57,62.4,1009.77,86.05,458.0649021071288
32.42,65.74,1010.97,52.73,451.0084422602481
20.88,47.45,1007.5,76.21,459.9821254540642
18.94,46.93,1010.22,75.45,453.08736092850296
19.06,56.65,1020.82,82.14,468.1127457928365
16.17,41.79,1005.78,78.8,467.4857059740668
28.02,68.08,1013.44,44.46,448.1024772252099
21.93,57.17,1009.81,81.15,463.148119858755
8.57,41.17,1020.18,72.47,496.2551219994745
27.07,65.59,1012.14,63.93,454.20860462016856
7.04,39.37,1019.37,69.11,500.13188346537146
5.41,45.87,1008.47,97.51,491.6343562369535
11.63,41.5,1013.6,87.11,490.5096269731391
29.95,67.25,1017.68,51.91,444.9079536391021
32.5,71.37,1003.75,43.8,447.5412594600234
16.71,40.55,1004.45,81.64,476.1650018804242
29.91,74.33,1013.22,39.76,441.8651402140941
14.74,43.71,1024.35,81.53,477.8145600438797
25.51,67.69,1004.53,80.03,445.15088039830727
6.25,39.64,1010.98,83.45,496.2596394774141
28.52,57.82,1004.81,57.82,448.56394280645065
12.21,44.34,1017.98,86.17,488.1134054843562
21.49,68.28,1004.68,80.64,449.9186376402936
11.62,43.48,1016.66,76.32,480.97436665622894
9.6,41.82,1032.93,72.63,487.51161421095713
23.36,62.52,1016.18,68.18,461.6636611984535
12.99,44.0,1025.22,90.27,482.802702071354
10.53,37.5,1008.55,99.91,483.88629863141176
6.29,43.65,1020.68,70.14,497.14941603319033
27.14,65.27,1013.26,55.17,454.2913704690945
24.85,70.09,1006.56,70.09,451.9822557694412
14.85,45.01,1013.12,85.53,471.77299424355454
18.88,65.94,1010.43,85.54,457.3644356235442
23.02,69.94,1007.94,64.66,451.5365016377688
11.31,42.02,1001.18,94.86,483.5939801297589
23.14,63.94,1017.49,53.19,457.9203257760278
17.51,68.28,1004.36,94.87,463.1303801431134
29.05,68.24,1007.88,42.67,445.24876140158767
28.02,68.08,1013.44,44.46,448.59593762717
15.21,52.75,1024.32,61.11,471.0145846042605
7.89,71.14,1018.4,86.49,486.8865950817382
13.46,41.4,1019.46,71.73,479.24397939504274
12.32,43.69,1016.26,83.18,484.1578347104875
24.15,71.73,1009.76,85.16,447.0972335657437
11.77,41.06,1021.45,76.63,489.9549852341409
35.1,68.27,1006.96,43.51,438.19417588436113
23.83,64.15,1020.93,63.86,461.0866786248735
27.37,63.31,1012.89,60.11,451.0775743135891
11.38,52.75,1026.19,72.71,481.77995662004304
3.21,38.44,1017.11,84.86,504.4770184050032
29.6,71.58,1010.34,52.56,446.0202366554971
18.46,42.18,1001.47,97.61,471.2555208178928
21.37,65.94,1010.73,75.09,456.5785930230831
30.61,67.69,1004.97,47.46,443.4017655549246
18.31,52.9,1015.99,66.14,471.8019807324131
23.48,72.99,1009.61,88.16,448.3801229619157
12.3,39.85,1012.59,73.38,488.9916427987094
21.67,50.32,1008.41,85.99,458.0816853800331
19.11,60.29,1017.1,76.62,468.3657624406517
23.43,60.32,1015.34,69.34,458.27140573456506
30.57,73.03,1013.75,73.68,448.88428244006536
10.32,41.01,1021.04,95.3,480.07471698472494
15.83,52.75,1024.3,58.34,471.8653678448029
21.69,47.45,1007.56,77.2,458.80731859793406
22.06,64.15,1021.07,68.66,463.8136679468304
19.31,52.72,1024.93,53.93,469.61370969884535
6.79,39.37,1019.79,72.39,500.59570565267137
10.82,41.55,1004.55,65.14,486.8888348292477
28.74,70.32,1008.15,45.99,445.7499613298735
5.17,35.57,1026.68,79.86,505.9801255298275
14.28,44.84,1024.84,79.09,487.0246644547634
32.66,73.68,1014.64,40.88,436.7764700470669
22.84,71.25,1001.9,96.45,446.0819419053609
15.0,50.88,1014.04,100.12,470.7905293664744
27.25,69.98,1008.55,59.55,444.2925351125842
27.25,50.05,1006.53,60.64,451.7142660682151
13.06,41.78,1012.3,55.31,478.0849353738704
15.85,49.69,1015.33,89.24,480.8312557703462
25.15,68.61,1011.03,53.59,460.1741937929452
8.3,43.13,1020.02,83.11,497.2403085080568
14.46,42.86,1031.34,69.84,475.82171910325263
19.72,47.03,1012.1,90.36,470.99270379365896
25.0,69.71,1009.23,80.92,448.6297987460935
5.49,40.81,1014.43,90.41,498.16089900227786
26.05,58.59,1012.32,49.83,464.9398752339888
28.77,58.33,1013.73,36.6,461.4661985779169
20.12,69.45,1013.23,88.48,454.37843535633215
15.23,37.87,1020.17,85.02,477.49678273550165
26.25,52.09,1013.2,53.12,462.376188904866
13.39,49.83,1007.14,90.88,478.45483525869497
13.98,40.71,1022.72,71.83,486.30568759541865
28.31,74.34,998.42,79.23,444.1384026950045
28.57,62.26,1010.75,62.12,449.5436731332469
26.2,74.67,1016.69,84.38,442.4662569923957
25.8,44.57,1008.0,52.56,463.3697589107702
28.46,60.23,1010.2,63.38,453.0265374126756
8.66,36.25,1028.22,86.96,492.33255798137816
26.91,61.5,1009.47,55.26,447.90717447680015
13.51,43.22,1009.63,75.02,478.9260191613011
23.75,60.29,1017.36,64.04,460.87142718463485
19.36,39.54,1008.97,58.92,471.314923616213
26.39,66.05,1018.24,61.27,455.5245952034605
9.96,41.26,1022.9,83.83,486.7976151299333
25.42,75.6,1017.39,77.63,451.5655821660736
20.77,69.51,1012.96,62.89,456.5252723449218
22.69,58.46,1017.74,75.21,457.1278619476855
9.31,41.39,1018.3,93.68,493.38687654942765
22.12,60.77,1018.01,83.87,456.5433750341917
28.94,68.67,1005.39,75.24,447.60588582129685
32.02,67.83,1007.77,53.31,438.42963451101735
20.21,60.84,1018.5,82.73,458.9652437029741
14.87,42.77,1017.94,75.06,474.37599355909225
29.6,67.79,1010.37,51.05,454.45266647888536
26.26,63.73,1010.45,70.61,455.0955465763352
18.49,41.1,1001.9,59.99,472.87920977513886
32.83,74.33,1011.44,50.42,441.46625811978953
14.26,43.34,1017.24,81.54,477.2793782498342
14.26,43.34,1017.24,81.54,476.5162390620184
7.9,43.79,1016.14,83.05,498.29055402944016
9.75,36.66,1026.21,70.12,492.34338400962577
30.1,66.25,1009.38,65.41,447.2981649794028
21.16,78.11,1006.73,78.11,447.69523108357765
29.23,75.6,1017.72,52.26,450.0624202127897
19.31,67.71,1005.31,77.15,457.9004964023653
29.63,69.71,1009.04,67.26,447.6175802089952
10.74,40.92,1021.74,94.97,480.55134871311617
9.24,41.4,1018.34,84.91,489.34447778909663
19.63,52.72,1025.09,51.16,473.5890927180732
24.85,70.09,1006.56,70.09,452.1571627424733
25.16,60.23,1011.21,68.31,457.5845924304226
31.19,68.3,1014.86,39.1,443.0076660315646
26.85,73.77,1001.2,90.13,444.2724113477775
13.58,40.75,1016.05,76.45,484.0726011140664
28.32,71.32,1008.02,78.82,446.75869697398286
16.88,38.58,1014.72,73.99,474.8266597387011
20.47,63.07,1012.79,88.67,464.18039140364107
14.79,41.04,1025.32,75.81,468.9611920602323
11.83,38.25,1013.36,85.33,485.3003068301602
28.41,61.47,1008.94,56.56,454.4844576702304
30.22,74.9,1003.57,67.15,445.63543595660735
23.62,67.45,1014.63,59.8,450.5051287768999
14.72,38.91,1015.17,61.75,481.053233234072
9.43,41.4,1028.03,84.98,485.15994110340966
22.76,44.05,1006.95,74.07,463.9775521398169
8.77,40.77,1011.54,89.58,490.8769452152099
11.3,43.14,1019.56,99.83,481.52416562390806
10.45,39.61,1020.23,73.39,489.0041479089209
9.79,39.69,1002.36,93.86,485.4032400396419
14.65,44.84,1023.39,87.76,479.1848291035617
6.75,39.9,1008.3,87.42,494.900408077945
30.54,67.45,1014.37,32.97,443.77919041223146
16.76,43.67,1011.27,70.55,474.5530164080017
25.11,58.79,1015.99,60.55,456.9094588240885
4.59,39.33,1010.85,71.78,507.84533497396177
24.63,59.57,1010.45,85.36,454.6480701142089
27.34,59.87,1012.06,59.04,460.9345279812897
21.14,48.78,1020.39,86.2,462.03497109719495
10.39,40.96,1023.51,84.73,491.89188704987646
26.3,69.05,1005.37,41.7,449.00428372385016
11.22,41.93,1023.13,69.35,494.99273000411455
17.41,40.55,1003.91,76.87,474.2693175622911
21.05,61.87,1009.69,62.81,462.0450243695673
26.6,63.07,1011.97,61.3,454.40927137024687
8.63,39.96,1024.39,99.47,488.5266604329476
21.03,63.86,1014.84,71.72,460.2574021953512
24.8,68.3,1018.01,80.41,448.9267817158217
15.99,43.34,1014.2,78.66,478.15872327634366
13.41,40.89,1010.85,89.61,484.8374913640856
13.85,48.92,1011.68,79.24,474.8026035083364
26.96,65.34,1015.05,46.93,454.17348605140353
26.74,59.87,1012.5,62.88,461.611793848629
24.2,60.95,1014.82,59.42,460.8006388161039
23.68,68.3,1017.93,84.16,450.9164122938713
21.39,64.27,1011.71,95.39,457.6065122660884
18.77,50.66,1014.89,87.34,469.2980615412941
28.82,77.24,1008.35,78.93,446.4883326002777
27.21,67.45,1013.83,43.26,449.9236652418909
26.98,43.77,1010.95,40.8,458.8474007481517
7.6,41.04,1021.82,88.97,486.5053972340402
22.91,68.63,1014.92,55.82,459.3930216153876
14.74,43.71,1024.35,81.53,479.2018585682172
16.88,38.58,1014.72,73.99,474.5112887810725
23.51,63.78,1016.1,69.79,459.9405265109904
16.2,45.76,1014.73,89.84,474.7893283058245
23.14,58.95,1017.52,66.25,453.2376624385157
13.12,48.04,1011.93,100.07,474.85166261447137
21.17,64.15,1021.25,62.38,466.66143091445593
23.25,70.32,1009.28,86.52,450.1437878610927
22.1,58.33,1013.71,69.09,451.1409176732615
30.51,70.94,1007.64,59.42,444.14420190931054
14.94,42.77,1018.9,73.95,474.16861024162887
20.21,69.94,1009.33,83.96,459.56741946170575
9.39,40.11,1029.14,77.29,484.7103207124511
21.34,48.06,1014.49,63.23,470.9578333870368
27.55,65.59,1011.6,63.99,453.0407069524591
18.5,51.43,1010.82,92.04,472.2551817371802
5.89,35.77,1019.78,79.58,492.7875044392204
16.59,43.56,1012.88,59.61,478.98508878781325
12.45,37.92,1008.03,61.87,481.2203640817056
21.99,71.85,1009.5,74.77,454.1283426361077
15.91,44.99,1010.93,62.81,472.6871652776586
11.43,44.78,1013.43,82.45,484.0587640349355
27.67,59.14,1016.51,61.2,445.91963767086713
33.74,69.98,1012.51,43.3,437.689500699244
26.59,69.13,1009.27,73.96,443.0831090146552
16.76,53.16,1014.13,81.87,471.73208973161496
22.99,60.95,1015.14,69.86,461.6537463691755
26.27,59.44,1012.23,58.77,457.5879698401095
25.82,57.19,1007.99,62.95,454.3484491669426
23.93,68.28,1005.16,69.91,457.8691470484339
23.0,63.78,1015.85,70.46,457.131113139913
9.04,44.68,1023.14,90.73,490.6706115871635
13.21,43.71,1024.5,86.59,478.9324294443238
8.73,39.42,1025.63,69.87,487.60141439381806
15.29,25.88,1009.21,66.0,476.7286710724953
34.51,73.03,1013.73,39.42,452.16951487280136
31.95,70.8,1008.38,66.26,445.3446240858044
21.5,45.38,1013.88,64.28,471.7674362834021
4.93,35.19,1018.04,92.94,498.28947743496366
17.97,65.94,1012.92,88.22,459.4367799744857
25.06,74.33,1014.05,69.02,450.0878188506268
12.8,41.16,1022.43,86.19,474.4672299236115
14.07,42.99,1007.57,96.05,480.26339998281287
22.5,64.69,1007.03,74.92,453.8054162468768
26.64,73.56,1004.98,93.31,445.6940396207388
10.6,40.22,1011.37,85.81,489.8195105492458
22.86,62.52,1016.23,70.67,459.8524754703476
29.35,69.04,1008.55,61.78,458.1571237587145
24.93,47.01,1014.28,66.04,467.0140866900679
15.72,56.89,1013.35,85.06,469.5250922549673
9.32,36.66,1027.46,70.76,490.8626150278038
21.83,41.1,1001.91,41.79,465.28391122138567
27.19,64.27,1013.06,58.13,457.0758964289242
28.57,69.34,1007.98,65.55,450.6301366646885
22.18,69.05,1002.75,70.84,455.9627698907543
28.78,60.07,1014.54,49.03,451.8776837452784
12.52,42.34,1018.67,95.29,475.67328321463685
13.13,40.75,1016.05,80.87,485.15089124626365
5.24,38.68,1018.03,78.65,497.42872798949713
26.88,73.56,1004.85,94.36,442.7048147501503
21.86,63.09,1016.64,87.94,456.4301831446643
17.33,53.16,1013.77,82.77,473.8213336616631
20.86,67.25,1017.45,81.45,457.6246743625717
14.08,39.31,1011.67,72.0,477.1230696498024
32.21,68.3,1014.94,49.38,442.21019551900525
26.37,70.79,1005.31,77.3,439.6607547169956
27.38,59.21,1012.74,53.53,451.4961523655264
14.91,39.28,1014.57,75.23,482.04529963390166
11.61,41.17,1019.57,58.82,488.6923920354959
7.57,41.14,1028.23,87.97,491.5274332208592
20.06,52.84,1004.21,82.12,459.91183641712905
5.15,40.07,1012.27,63.31,507.281245414854
16.02,71.14,1019.75,70.42,470.4762980169952
16.44,53.82,1015.4,63.16,473.88631640808825
12.52,42.34,1018.67,95.29,477.8862277177822
25.44,66.54,1011.9,56.76,452.12342967824384
9.11,40.64,1020.68,86.91,489.19590063584985
20.17,56.03,1019.47,56.77,468.95658763172617
11.3,44.6,1018.19,91.66,482.7977612440686
5.45,39.04,1020.07,77.05,498.3454609107685
24.81,63.94,1018.76,44.51,457.3295384318183
12.38,41.62,1012.37,84.15,474.4818563008562
25.11,62.26,1011.12,78.01,447.4896066728553
20.92,63.86,1020.49,72.98,461.3638599277693
5.89,40.07,1018.99,63.13,506.3356773636791
20.42,45.01,1012.23,66.5,463.0591660288978
21.99,42.48,1011.77,74.04,467.421961667297
25.04,63.86,1018.92,52.79,454.00934526214814
31.63,68.3,1014.8,42.02,439.6123053081309
7.46,39.81,1018.62,86.73,495.4008701119966
10.8,41.39,1019.74,74.08,490.3180944326053
28.33,68.14,1004.63,71.21,444.5428522476854
29.59,74.78,1009.45,55.75,449.3270348118601
6.02,43.65,1013.85,83.53,493.6506946320931
25.71,71.73,1009.72,75.29,446.7283339160972
31.12,68.14,1003.67,67.36,440.02996347811904
25.72,72.39,1003.01,86.38,444.0111248857639
12.51,49.83,1008.61,94.27,465.38371578017166
21.04,47.43,1007.15,64.82,460.8329497108342
27.05,59.15,1012.83,56.31,452.7423773007024
15.83,45.01,1013.39,81.9,472.5314019313791
13.96,39.54,1011.05,85.72,482.44017642011534
5.07,40.07,1019.32,66.17,509.3815397545725
28.57,75.33,1003.16,76.14,443.3519145949465
27.6,69.05,1003.87,42.01,448.92532938255823
24.89,64.27,1013.52,64.65,455.32383818593286
25.52,69.75,1010.36,90.06,446.8003007104337
18.36,51.43,1010.57,90.17,472.2443172887976
32.96,69.75,1008.86,40.23,447.81061606475214
6.71,39.37,1020.28,71.15,498.6860467771237
14.26,44.2,1019.81,76.46,474.3501662447895
10.4,40.43,1025.46,75.09,504.589590016548
27.36,58.33,1013.86,56.7,451.19649638503455
11.16,40.96,1023.49,83.7,490.5571161655407
14.65,35.4,1016.16,60.26,481.643924974382
13.12,48.04,1011.93,100.07,476.388482426937
17.82,65.48,1019.64,86.6,461.5763594508192
16.41,44.92,1024.27,84.16,475.05204829654167
21.75,67.45,1014.89,67.09,456.4362116931837
28.91,58.33,1013.84,39.72,449.41627301378657
16.28,42.99,1007.5,77.27,474.8421102349188
22.32,70.47,1010.97,83.16,454.5134922798343
10.11,52.75,1021.79,76.08,483.0808544930192
22.84,71.25,1001.9,96.45,446.3066779941178
25.41,69.14,1006.4,87.4,448.4992088581825
31.65,66.25,1008.57,59.05,449.7074914239345
11.42,40.35,1011.55,82.71,491.25667838974965
24.43,65.18,1012.57,77.83,451.240765389924
13.93,44.21,1022.26,82.4,482.3432538284232
25.6,58.46,1016.34,66.6,455.0784733791952
29.3,67.69,1007.17,55.5,443.1528015428759
11.93,41.38,1021.76,57.63,487.72877029227135
8.94,41.74,1022.55,90.74,494.3640135393145
31.54,72.58,1007.61,65.57,439.0838475949482
27.01,63.78,1016.72,47.89,456.32193082090686
